,km_driven,seats,selling_price_USD,mileage_kmpl,max_power_bhp,engine_CC,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner,year_cat_2001 - 2005,year_cat_2006 - 2010,year_cat_2011 - 2015,year_cat_2016 - 2020
1720,58000,5,6240.0,23.4,74.0,1248,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1721,40000,5,2400.0,21.1,55.2,814,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1722,30000,5,8400.0,17.4,117.3,1497,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1723,50000,4,540.0,16.1,37.0,796,0,0,1,1,0,1,0,1,0,0,1,0,0,0
1724,73000,5,5519.988,25.83,99.0,1498,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1725,90000,5,3900.0,23.2,73.94,1248,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1726,50000,5,4200.0,20.51,67.04,998,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1727,80000,5,5280.0,22.32,126.3,1582,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1728,70000,5,3840.0,21.9,90.0,1396,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1729,41000,5,2028.0,18.0,62.0,995,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1730,50000,5,4200.0,16.47,73.9,1198,0,0,1,1,0,1,1,0,0,0,0,0,1,0
1731,113226,5,4200.0,19.68,67.0,1399,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1732,90000,5,3720.0,20.0,68.1,1399,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1733,160500,5,5040.0,13.5,115.0,2179,1,0,0,1,0,1,1,0,0,0,0,1,0,0
1734,30000,5,8220.0,19.12,91.1,1373,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1735,132000,5,6720.0,19.72,108.45,1461,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1736,120000,5,5640.0,22.9,74.0,1248,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1737,80000,5,4560.0,16.2,103.2,1599,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1738,57000,7,8040.0,15.4,120.0,1997,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1739,5000,5,6600.0,22.0,81.8,1197,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1740,25000,5,8988.0,17.01,121.3,1591,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1741,80000,5,10788.0,19.67,126.2,1582,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1742,88000,5,3480.0,16.52,123.7,1991,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1743,217000,7,10439.988,12.99,100.6,2494,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1744,60000,7,4200.0,20.62,67.0,1198,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1745,43000,5,6000.0,20.85,83.14,1197,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1746,77000,5,4800.0,21.66,103.6,1498,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1747,30000,5,3120.0,25.17,53.3,799,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1748,40000,5,2640.0,22.74,47.3,796,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1749,139000,8,2280.0,18.2,73.8,1248,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1750,80000,5,4800.0,18.9,82.0,1197,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1751,76000,5,2040.0,25.44,56.3,936,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1752,3500,5,7800.0,18.6,81.86,1197,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1753,62000,4,720.0,16.1,37.0,796,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1754,110000,7,3600.0,12.0,127.0,2092,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1755,40000,5,1500.0,16.2,62.1,995,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1756,1500000,7,6000.0,15.1,140.0,2179,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1757,70000,5,2040.0,19.7,46.3,796,0,0,1,1,0,1,0,0,0,1,0,0,1,0
1758,77000,5,3720.0,19.3,73.9,1248,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1759,110000,5,1560.0,18.0,62.0,995,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1760,20000,5,5580.0,20.51,67.04,998,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1761,120005,5,9600.0,11.0,198.5,2987,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1762,16830,5,3120.0,20.2,67.1,998,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1763,70000,9,6000.0,15.96,63.0,2523,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1764,38000,5,3900.0,23.01,67.0,999,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1765,80000,9,4800.0,15.96,63.0,2523,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1766,50000,7,38400.0,14.24,174.5,2755,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1767,50000,5,2400.0,17.88,52.8,1396,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1768,52000,7,5400.0,17.21,100.0,1493,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1769,50000,5,2759.9880000000003,17.0,70.0,1405,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1770,30000,5,4080.0,21.1,55.2,814,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1771,103000,7,6600.0,15.96,62.1,2523,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1772,93468,7,11700.0,11.4,153.86,2953,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1773,20000,5,45600.0,18.0,190.0,1969,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1774,80000,5,2700.0,14.0,102.0,1595,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1775,12000,7,39000.0,10.91,197.0,3198,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1776,70000,5,3360.0,25.0,69.0,1396,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1777,4500,5,8400.0,19.5,88.76,1199,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1778,35000,5,3108.0,23.03,69.0,1396,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1779,60000,7,38400.0,15.04,174.5,2755,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1780,30000,7,16800.0,16.0,140.0,1997,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1781,40000,5,4992.0,17.01,110.4,1499,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1782,70000,5,3000.0,19.0,90.0,1248,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1783,120000,5,2520.0,21.12,88.8,1248,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1784,120000,8,3480.0,12.05,120.0,2179,1,0,0,1,0,1,0,1,0,0,0,1,0,0
1785,90000,5,2640.0,23.03,69.0,1396,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1786,35000,5,2952.0,23.03,69.0,1396,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1787,30000,8,3120.0,16.8,34.2,796,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1788,70000,5,12600.0,21.38,88.7,1396,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1789,60000,5,3480.0,21.02,88.76,1248,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1790,70000,5,3720.0,25.0,69.0,1396,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1791,6000,5,8400.0,18.6,81.83,1197,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1792,20000,5,6600.0,20.4,81.8,1197,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1793,70000,5,5400.0,19.09,69.01,1405,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1794,65000,5,9276.0,17.8,117.3,1497,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1795,25000,5,5400.0,23.84,84.0,1199,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1796,10000,5,4919.988,15.37,73.0,1196,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1797,35000,4,540.0,16.1,37.0,796,0,0,1,1,0,1,1,0,0,0,1,0,0,0
1798,80000,5,7200.0,11.07,179.5,2496,0,0,1,1,0,0,0,1,0,0,0,0,1,0
1799,63000,5,3000.0,18.6,79.4,1199,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1800,100000,5,840.0,16.8,62.0,1405,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1801,1303,5,8280.0,17.8,86.7,1198,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1802,31800,5,47700.0,17.01,188.0,1968,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1803,20000,5,61800.0,22.37,214.56,2487,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1804,45000,5,38400.0,19.33,177.0,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1805,17000,5,49200.0,9.5,280.0,3604,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1806,4295,5,12000.0,17.1,105.5,1496,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1807,5229,5,12000.0,17.1,105.5,1496,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1808,68089,5,24000.0,19.16,157.7,2494,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1809,23712,5,11100.0,28.09,88.5,1248,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1810,56494,5,6600.0,18.2,88.7,1199,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1811,16589,5,5160.0,20.51,67.04,998,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1812,79328,7,9000.0,12.99,100.6,2494,1,0,0,0,1,1,0,1,0,0,0,0,1,0
1813,53201,5,8100.0,17.8,117.3,1497,0,0,1,0,1,1,0,1,0,0,0,0,0,1
1814,25272,5,6840.0,21.01,81.8,1197,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1815,53619,5,10200.0,24.3,88.5,1248,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1816,7500,5,64800.0,16.78,190.0,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1817,8500,5,66000.0,16.78,190.0,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1818,7032,5,9348.0,19.0,88.76,1199,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1819,6001,5,7680.0,15.9,120.69,1496,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1820,80000,5,3000.0,19.09,69.01,1405,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1821,12000,5,15000.0,19.6,108.45,1461,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1822,25000,5,10668.0,17.0,121.31,1497,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1823,40000,5,9000.0,22.54,88.73,1396,1,0,0,1,0,1,0,1,0,0,0,0,0,1
1824,130000,5,3840.0,17.8,75.0,1248,1,0,0,1,0,1,0,0,0,1,0,1,0,0
1825,202000,5,7200.0,17.67,138.08,1968,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1826,40000,5,12000.0,28.09,88.5,1248,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1827,70000,5,1320.0,17.3,60.0,993,0,0,1,1,0,1,1,0,0,0,1,0,0,0
1828,120000,5,3000.0,17.7,78.0,1497,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1829,60000,5,7200.0,26.59,74.0,1248,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1830,60000,5,1980.0,19.0,67.1,998,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1831,60000,5,1416.0,19.7,46.3,796,0,0,1,1,0,1,0,1,0,0,1,0,0,0
1832,78000,5,8400.0,27.39,74.0,1248,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1833,80000,5,7020.0,20.46,83.8,1461,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1834,120000,5,1440.0,19.7,46.3,796,0,0,1,1,0,1,1,0,0,0,0,1,0,0
1835,90000,4,780.0,16.1,37.0,796,0,0,1,1,0,1,1,0,0,0,1,0,0,0
1836,100000,5,1800.0,19.7,46.3,796,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1837,70000,5,1800.0,19.7,46.3,796,0,0,1,1,0,1,1,0,0,0,0,1,0,0
1838,160000,5,2040.0,13.1,82.0,1493,1,0,0,1,0,1,0,0,0,1,1,0,0,0
1839,120000,8,3000.0,10.5,120.0,2179,1,0,0,1,0,1,0,0,0,1,0,1,0,0
1840,100000,5,1200.0,13.1,82.0,1493,1,0,0,1,0,1,0,0,0,1,1,0,0,0
1841,60000,7,7188.0,20.77,88.76,1248,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1842,135000,5,3000.0,18.3,147.9,1991,1,0,0,1,0,1,0,0,0,1,0,1,0,0
1843,90000,5,6840.0,20.4,81.8,1197,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1844,75000,5,5280.0,22.07,73.9,1199,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1845,185000,7,3600.0,11.4,100.6,2494,1,0,0,1,0,1,0,1,0,0,1,0,0,0
1846,71717,5,3600.0,19.34,76.0,1198,0,0,1,1,0,0,0,1,0,0,0,0,1,0
1847,150000,8,6000.0,11.79,120.0,2179,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1848,55000,5,7920.0,26.59,74.0,1248,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1849,90000,5,3072.0,15.3,99.6,1596,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1850,35000,5,4919.988,23.01,67.0,999,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1851,120000,7,22656.0,12.55,168.5,2982,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1852,100000,5,3000.0,13.45,62.1,1086,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1853,40000,5,3360.0,12.9,130.0,1799,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1854,100000,8,3600.0,13.0,95.0,2489,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1855,120000,5,10800.0,14.1,147.94,2179,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1856,60000,5,2280.0,19.0,67.1,998,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1857,2000,9,9600.0,15.96,63.0,2523,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1858,100000,8,5400.0,14.0,75.0,2523,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1859,110000,7,4800.0,14.95,93.7,2489,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1860,90000,7,1800.0,13.93,138.1,2179,1,0,0,1,0,1,0,1,0,0,0,1,0,0
1861,84321,5,2400.0,23.57,70.0,1396,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1862,177000,7,7200.0,15.1,140.0,2179,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1863,60000,5,2100.0,18.0,75.0,1248,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1864,205000,5,1188.0,19.09,69.0,1396,1,0,0,1,0,1,0,1,0,0,0,1,0,0
1865,70000,5,2580.0,20.36,78.9,1197,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1866,126000,5,6240.0,19.01,108.45,1461,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1867,120000,7,27360.0,10.91,197.0,3198,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1868,70000,5,3420.0,19.1,70.0,1405,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1869,82000,7,7920.0,18.49,100.0,1493,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1870,110000,4,378.048,16.1,37.0,796,0,0,1,1,0,1,0,0,0,1,1,0,0,0
1871,45000,5,6180.0,20.85,83.14,1197,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1872,70000,5,3540.0,21.64,84.8,1461,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1873,80000,5,8400.0,20.45,83.8,1461,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1874,45000,7,13200.0,15.4,120.0,2179,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1875,60000,5,3600.0,20.3,68.05,998,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1876,41800,5,5400.0,18.6,85.8,1197,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1877,50000,5,8400.0,28.4,74.02,1248,1,0,0,1,0,1,0,1,0,0,0,0,0,1
1878,40000,5,3000.0,20.0,68.0,1399,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1879,96000,5,1680.0,18.9,67.0,1061,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1880,117000,8,3000.0,14.0,112.0,2498,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1881,110000,5,2520.0,19.81,68.05,1086,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1882,100000,5,5040.0,25.8,98.6,1498,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1883,88700,5,1560.0,19.7,46.3,796,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1884,70000,5,3840.0,16.95,97.7,1498,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1885,110000,5,2400.0,17.3,64.0,1061,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1886,15000,5,3720.0,22.74,47.3,796,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1887,80000,5,2400.0,20.8,65.0,1461,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1888,50000,5,4200.0,18.5,85.8,1197,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1889,15000,5,5328.0,21.1,55.2,814,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1890,25000,5,3600.0,22.7,53.64,799,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1891,57000,5,2700.0,21.0,64.1,1461,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1892,75000,7,7200.0,15.96,62.1,2523,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1893,26000,5,3120.0,15.37,73.0,1196,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1894,160000,5,4500.0,24.4,71.01,1120,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1895,26000,5,3120.0,15.37,73.0,1196,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1896,120000,5,1800.0,19.7,46.3,796,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1897,50000,5,1320.0,19.7,46.3,796,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1898,40000,5,2700.0,19.7,46.3,796,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1899,28000,5,10320.0,17.8,117.3,1497,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1900,50000,5,7800.0,28.4,74.02,1248,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1901,90000,7,7800.0,20.77,88.8,1248,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1902,40000,5,8520.0,24.8,88.7,1396,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1903,113000,5,5160.0,25.83,99.0,1498,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1904,188000,5,3660.0,17.8,75.0,1248,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1905,100000,5,2640.0,20.0,68.0,1399,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1906,225000,9,1800.0,14.0,90.0,1948,1,0,0,1,0,1,0,0,0,1,0,1,0,0
1907,67000,7,7920.0,18.49,100.0,1493,1,0,0,1,0,1,0,1,0,0,0,0,0,1
1908,70000,5,1680.0,25.44,57.6,936,1,0,0,1,0,1,1,0,0,0,0,0,1,0
1909,50000,5,13200.0,14.28,138.03,1798,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1910,60000,5,29400.0,16.36,187.7,2179,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1911,34000,5,7500.0,22.0,108.495,1498,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1912,110000,5,2376.0,12.8,100.0,1493,0,0,1,1,0,1,0,0,0,1,1,0,0,0
1913,140000,5,1560.0,18.9,67.1,998,0,0,1,1,0,1,0,1,0,0,1,0,0,0
1914,100000,5,6480.0,16.8,116.3,1497,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1915,10000,5,6600.0,18.9,81.86,1197,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1916,30000,5,5700.0,21.63,67.04,998,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1917,22000,5,33900.0,15.73,174.33,1968,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1918,5500,5,25500.0,26.8,118.0,1597,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1919,18000,5,40200.0,19.62,190.0,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1920,20000,8,21600.0,11.36,171.5,2755,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1921,7000,5,6480.0,20.3,68.0,1086,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1922,20000,5,10920.0,17.0,80.8,2596,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1923,4875,5,5819.988,21.63,67.04,998,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1924,2700,5,23400.0,17.01,126.2,1582,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1925,58511,5,11400.0,24.3,88.5,1248,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1926,105000,5,4380.0,25.83,99.0,1498,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1927,26235,6,10800.0,16.55,105.0,2498,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1928,26766,5,11039.988,21.5,108.5,1497,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1929,1600,5,22800.0,13.96,141.0,1451,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1930,46000,5,35400.0,15.8,170.0,2148,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1931,23000,7,12900.0,17.3,121.0,1497,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1932,24522,5,7200.0,20.4,81.8,1197,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1933,13663,5,38400.0,22.69,190.0,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1934,11000,5,31200.0,19.3,141.0,1968,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1935,63000,5,10068.0,24.3,88.5,1248,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1936,2000,5,7620.0,16.2,74.0,1199,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1937,300000,8,6600.0,12.05,120.0,2179,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1938,190000,5,2160.0,19.2,65.0,1461,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1939,80000,5,7800.0,26.0,98.6,1498,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1940,80000,5,4200.0,16.0,90.0,1198,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1941,54000,5,3180.0,23.95,67.05,998,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1942,30000,5,3960.0,23.01,67.0,999,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1943,5000,7,4740.0,15.37,73.0,1196,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1944,58945,7,8400.0,18.49,100.0,1493,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1945,90000,5,3600.0,20.0,68.0,1399,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1946,375000,8,7800.0,12.8,102.0,2494,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1947,160000,7,7500.0,20.77,88.76,1248,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1948,80000,5,5100.0,15.11,103.6,1598,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1949,50000,4,660.0,16.1,37.0,796,0,0,1,1,0,1,0,0,0,1,1,0,0,0
1950,80000,5,3000.0,19.09,69.01,1405,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1951,156975,9,5519.988,15.96,62.1,2523,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1952,5000,5,19128.0,21.43,86.79,1364,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1953,50000,5,3600.0,18.2,82.4,1199,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1954,27620,5,11400.0,22.77,98.59,1498,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1955,120000,9,5819.988,12.05,120.0,2179,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1956,120000,8,1932.0,14.0,112.0,2498,1,0,0,1,0,1,0,0,0,1,0,1,0,0
1957,58000,5,6000.0,17.19,81.86,1197,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1958,50000,5,4200.0,16.95,97.7,1498,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1959,40000,5,6600.0,20.89,81.8,1197,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1960,7800,5,10200.0,17.5,88.7,1199,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1961,50000,5,2880.0,22.74,47.3,796,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1962,68000,7,11400.0,13.1,141.0,2499,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1963,60000,7,5076.0,16.02,93.7,1373,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1964,74000,5,1080.0,12.8,85.0,1396,0,0,1,1,0,1,0,1,0,0,1,0,0,0
1965,58000,7,4200.0,13.93,138.1,2179,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1966,70000,5,2040.0,19.0,66.1,998,0,0,1,1,0,1,0,0,0,1,0,0,1,0
1967,70000,5,5400.0,18.16,86.8,1196,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1968,110000,5,1800.0,20.36,78.9,1197,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1969,80000,5,6132.0,22.54,88.73,1396,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1970,59000,7,10200.0,24.2,93.87,1498,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1971,110000,5,3000.0,25.0,69.0,1396,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1972,25000,5,5040.0,21.63,67.04,998,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1973,55000,5,2160.0,22.74,47.3,796,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1974,25000,5,4800.0,27.62,47.0,793,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1975,300000,7,1800.0,14.0,112.0,2498,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1976,143200,5,6000.0,25.83,99.0,1498,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1977,60000,5,20279.988,17.1,170.0,1956,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1978,120000,5,2459.988,23.08,63.1,1461,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1979,145000,5,5519.988,26.21,88.5,1248,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1980,30000,5,7200.0,18.6,81.83,1197,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1981,8000,5,7020.0,18.9,81.86,1197,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1982,170000,7,6612.0,13.1,141.0,2499,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1983,100000,5,6300.0,23.4,74.0,1248,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1984,62000,5,1920.0,14.0,35.0,796,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1985,110000,7,9900.0,15.1,140.0,2179,1,0,0,1,0,1,0,0,0,0,0,0,1,0
